Agcy Name,Org Name,Pborg Seq,Pborg Seq Managed By,Org Order,Location,Title,Name of Incumbent,Type of Appt,Pay Plan,Pay,Tenure,Expires,Pb Order
EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,OFFICE OF THE CHAIR,37712,37711,1,"Washington, DC",Senior Advisor,Vacant,,ES,, ,,35
EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,OFFICE OF THE CHAIR,37712,37711,1,"Washington, DC",Deputy Chief Operating Officer,Career Incumbent,CA,ES,, ,,40
EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,OFFICE OF THE CHAIR,37712,37711,1,"Washington, DC",Senior Advisor (Information Technology),Vacant,,ES,, ,,45
EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,OFFICE OF THE CHAIR,37712,37711,1,"Washington, DC",Director for Policy Management and Coordination,Vacant,,ES,, ,,50
EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,OFFICE OF THE CHAIR,37712,37711,1,"Washington, DC",Senior Attorney Advisor (Senior Counsel),Cathy Ventrell-Monsees ,NA,ES,, ,,55
EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,37711,,1,,,,,,,,,
EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,OFFICE OF THE GENERAL COUNSEL,37721,37711,2,"Washington, DC",General Counsel,Patrick David Lopez ,PAS,EX,V, ,,5
EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,OFFICE OF THE GENERAL COUNSEL,37721,37711,2,"Washington, DC",Associate General Counsel for Litigation Management Services,Career Incumbent,CA,ES,, ,,10
EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,OFFICE OF THE GENERAL COUNSEL,37721,37711,2,"Washington, DC",Deputy General Counsel,Career Incumbent,CA,ES,, ,,15
EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,OFFICE OF THE GENERAL COUNSEL,37721,37711,2,"Washington, DC",Associate General Counsel for Appellate Services,Career Incumbent,CA,ES,, ,,20
EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,OFFICE OF THE GENERAL COUNSEL,37721,37711,2,"Washington, DC",Associate General Counsel for Systemic Litigation Services,Vacant,,ES,, ,,25
EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,OFFICE OF THE GENERAL COUNSEL,37721,37711,2,"Washington, DC",Senior  Litigation Project Manager,Vacant,,ES,, ,,30
EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,OFFICE OF THE GENERAL COUNSEL,37721,37711,2,"Washington, DC",Senior Litigation Project Manager,Vacant,,ES,, ,,35
EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,OFFICE OF CHIEF FINANCIAL OFFICER,37710,37711,4,"Washington, DC",Chief Financial Officer ,Career Incumbent,CA,ES,, ,,5
EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,OFFICE OF COMMUNICATIONS AND LEGISLATIVE AFFAIRS,37714,37711,5,"Washington, DC",Director Office Communications and Legislative Affairs,Vacant,,ES,, ,,5
EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,OFFICE OF FEDERAL OPERATIONS,37717,37711,6,"Washington, DC","Director, Office of Federal Operations",Career Incumbent,CA,ES,, ,,5
EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,OFFICE OF FEDERAL OPERATIONS,37717,37711,6,"Washington, DC","Director, Federal Sector Programs",Career Incumbent,CA,ES,, ,,10
EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,OFFICE OF FEDERAL OPERATIONS,37717,37711,6,"Washington, DC","Director, Appellate Review Programs",Career Incumbent,CA,ES,, ,,15
EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,OFFICE OF FIELD PROGRAMS,37718,37711,7,"Washington, DC","Director, Office of Field Programs",Career Incumbent,CA,ES,, ,,5
EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,OFFICE OF FIELD PROGRAMS,37718,37711,7,"Washington, DC",Chief Administrative Judge,Vacant,,ES,, ,,10
EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,OFFICE OF THE CHIEF HUMAN CAPITAL OFFICER,37709,37711,8,"Washington, DC",Chief Human Capital Officer,Vacant,,ES,, ,,5
EQUAL EMPLOYMENT OPPORTUNITY COMMISSION, OFFICE OF INFORMATION TECHNOLOGY,37722,37711,9,"Washington, DC",Chief Information Officer,Career Incumbent,CA,ES,, ,,5
EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,"OFFICE OF RESEARCH, INFORMATION AND PLANNING",37715,37711,10,"Washington, DC","Director, Office of Research, Information and Planning",Career Incumbent,CA,ES,, ,,5
EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,OFFICE OF LEGAL COUNSEL,37716,37711,11,"Washington, DC",Associate Legal Counsel,Vacant,,ES,, ,,5
EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,OFFICE OF LEGAL COUNSEL,37716,37711,11,"Washington, DC",Legal Counsel,Career Incumbent,CA,ES,, ,,10
EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,OFFICE OF LEGAL COUNSEL,37716,37711,11,"Washington, DC",Deputy Legal Counsel,Vacant,,ES,, ,,15
EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,State and Local Programs,37720,37718,,"Washington, DC","Director, State and Local Programs",Career Incumbent,CA,ES,, ,,5
EXPORT-IMPORT BANK,BOARD OF DIRECTORS,39134,39128,1,"Washington, DC",Member Board of Directors,Vacant,PAS,EX,IV, ,,10
EXPORT-IMPORT BANK,BOARD OF DIRECTORS,39134,39128,1,"Washington, DC",Member Board of Directors,Vacant,PAS,EX,IV, ,,15
EXPORT-IMPORT BANK,BOARD OF DIRECTORS,39134,39128,1,"Washington, DC",Member Board of Directors,Vacant,PAS,EX,IV, ,,20
EXPORT-IMPORT BANK,EXPORT-IMPORT BANK,39128,,1,,,,,,,,,
EXPORT-IMPORT BANK,OFFICE OF THE CHAIRMAN,39137,39128,,"Washington, DC",President and Chairman,Fred P. Hochberg ,PAS,EX,III, ,,5
EXPORT-IMPORT BANK,Office of the General Counsel,39131,39137,,"Washington, DC",Senior Vice President and General Counsel,Angela Mariana Freyre ,SC,SL,, ,,5
EXPORT-IMPORT BANK,Office of Congressional Affairs,39132,39137,,"Washington, DC",Deputy Director of Intergovernmental Affairs,Carolyn Jean Schopp ,SC,GS,13, ,,5
EXPORT-IMPORT BANK,Office of the Chief of Staff,39142,39137,,"Washington, DC",Senior Vice President and Chief of Staff,Scott P. Schloegel ,SC,SL,, ,,5
EXPORT-IMPORT BANK,OFFICE OF THE CHAIRMAN,39137,39128,,"Washington, DC",First Vice President and Vice Chairman,Wanda F. Felton ,PAS,EX,IV, ,,5
EXPORT-IMPORT BANK,Office of Communications,39129,39137,,"Washington, DC",Director of Media Relations,Ashley Marie Lewis ,SC,GS,14, ,,5
EXPORT-IMPORT BANK,Office of Communications,39129,39137,,"Washington, DC",Vice President of External Relations and Outreach,Catrell Michell Brown ,SC,GS,15, ,,10
EXPORT-IMPORT BANK,Office of Congressional Affairs,39132,39137,,"Washington, DC",Senior Vice President,Erin Lynn Van Gulick ,SC,SL,, ,,10
EXPORT-IMPORT BANK,OFFICE OF THE CHAIRMAN,39137,39128,,"Washington, DC",Executive Secretary,Kathleen A. Maher ,SC,GS,13, ,,10
EXPORT-IMPORT BANK,OFFICE OF THE CHAIRMAN,39137,39128,,"Washington, DC",Deputy Chief of Staff,Matthew W. Bevens ,SC,GS,14, ,,15
EXPORT-IMPORT BANK,OFFICE OF THE CHAIRMAN,39137,39128,,"Washington, DC",Director of Scheduling,Christopher Michael Semenas ,SC,GS,13, ,,20
EXPORT-IMPORT BANK,OFFICE OF THE CHAIRMAN,39137,39128,,"Washington, DC",Executive Vice President and Chief Operating Officer,Charles Jamison Hall ,SC,SL,, ,,25
EXPORT-IMPORT BANK OFFICE OF THE INSPECTOR GENERAL,EXPORT-IMPORT BANK OFFICE OF THE INSPECTOR GENERAL,40105,,1,"Washington, DC",Inspector General,Osvaldo L. Gratacos ,PAS,EX,III, ,,5
FARM CREDIT ADMINISTRATION,OFFICE OF THE BOARD,39326,39325,1,"McLean, VA",Chairman,Kenneth A. Spearman ,PAS,EX,III,6 Years,,5
FARM CREDIT ADMINISTRATION,OFFICE OF THE BOARD,39326,39325,1,"McLean, VA",Member of the Board,Jeffrey S. Hall ,PAS,EX,IV,6 Years,10-13-18,10
FARM CREDIT ADMINISTRATION,OFFICE OF THE BOARD,39326,39325,1,"McLean, VA",Member of the Board,Dallas P Tonsager ,PAS,EX,IV,6 Years,05-21-20,15
FARM CREDIT ADMINISTRATION,OFFICE OF THE BOARD,39326,39325,1,"McLean, VA",Executive Assistant to the Chairman,James R. Middleton ,SC,VH,"$2,41,792 ", ,,20
FARM CREDIT ADMINISTRATION,FARM CREDIT ADMINISTRATION,39325,,1,,,,,,,,,
FARM CREDIT ADMINISTRATION,OFFICE OF THE CHIEF EXECUTIVE OFFICER,39320,39325,2,"McLean, VA","Director, Office of Congressional and Public Affairs",Michael A. Stokke ,SC,VH,"$2,45,677 ", ,,5
FARM CREDIT ADMINISTRATION,OFFICE OF CONGRESSIONAL AND PUBLIC AFFAIRS,40306,39325,40,"McLean, VA",Associate Director for Congressional Affairs,William A. Meaux ,SC,VH,"$1,70,133 ", ,,1
FEDERAL COMMUNICATIONS COMMISSION,FEDERAL COMMUNICATIONS COMMISSION,39301,,1,,,,,,,,,
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF THE CHAIRMAN,39310,39301,10,"Washington, DC",Chairman,Thomas E. Wheeler ,PAS,EX,III, ,,5
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF THE CHAIRMAN,39310,39301,10,"Washington, DC",Commissioner,Mignon L. Clyburn ,PAS,EX,IV, ,,10
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF THE CHAIRMAN,39310,39301,10,"Washington, DC",Commissioner,Michael O'Rielly ,PAS,EX,IV, ,,15
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF THE CHAIRMAN,39310,39301,10,"Washington, DC",Commissioner,Jessica Rosenworcel ,PAS,EX,IV, ,,20
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF THE CHAIRMAN,39310,39301,10,"Washington, DC",Commissioner,Ajit V. Pai ,PAS,EX,IV, ,,25
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF THE CHAIRMAN,39310,39301,10,"Washington, DC",Chief of Staff,Ruth M. Milkman ,NA,ES,, ,,30
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF THE CHAIRMAN,39310,39301,10,"Washington, DC",Senior Advisor to the Chairman,Gigi Sohn ,XS,SL,"$1,65,300 ", ,,35
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF THE CHAIRMAN,39310,39301,10,"Washington, DC",Senior Advisor to the Commissioner,Robin Colwell ,XS,SL,"$1,65,300 ", ,,40
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF THE CHAIRMAN,39310,39301,10,"Washington, DC",Senior Advisor to the Commissioner,Matthew Berry ,XS,SL,"$1,65,300 ", ,,45
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF THE CHAIRMAN,39310,39301,10,"Washington, DC",Senior Advisor to the Commissioner,Vacant,XS,SL,, ,,50
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF THE CHAIRMAN,39310,39301,10,"Washington, DC",Senior Advisor to the Commissioner,Vacant,XS,SL,, ,,55
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF LEGISLATIVE AFFAIRS,39303,39301,20,"Washington, DC",Director,Michael Dabbs ,SC,GS,15, ,,5
FEDERAL COMMUNICATIONS COMMISSION,INTERNATIONAL BUREAU,39304,39301,30,"Washington, DC",Bureau Chief,Career Incumbent,CA,ES,, ,,5
FEDERAL COMMUNICATIONS COMMISSION,INTERNATIONAL BUREAU,39304,39301,30,"Washington, DC",Deputy Bureau Chief,Career Incumbent,CA,ES,, ,,10
FEDERAL COMMUNICATIONS COMMISSION,INTERNATIONAL BUREAU,39304,39301,30,"Washington, DC",Deputy Bureau Chief,Career Incumbent,CA,ES,, ,,15
FEDERAL COMMUNICATIONS COMMISSION,INTERNATIONAL BUREAU,39304,39301,30,"Washington, DC",Chief Engineer,Career Incumbent,CA,SL,, ,,
FEDERAL COMMUNICATIONS COMMISSION,OFFICE STRATEGIC PLANNING AND POLICY ANALYSIS,39312,39301,40,"Washington, DC",Director,Vacant,,ES,, ,,5
FEDERAL COMMUNICATIONS COMMISSION,OFFICE STRATEGIC PLANNING AND POLICY ANALYSIS,39312,39301,40,"Washington, DC",Deputy Director,Louisa Terrell ,NA,ES,, ,,10
FEDERAL COMMUNICATIONS COMMISSION,OFFICE STRATEGIC PLANNING AND POLICY ANALYSIS,39312,39301,40,"Washington, DC",Deputy Director,Vacant,,ES,, ,,15
FEDERAL COMMUNICATIONS COMMISSION,OFFICE STRATEGIC PLANNING AND POLICY ANALYSIS,39312,39301,40,"Washington, DC",Chief Data Officer,Career Incumbent,CA,SL,, ,,20
FEDERAL COMMUNICATIONS COMMISSION,OFFICE STRATEGIC PLANNING AND POLICY ANALYSIS,39312,39301,40,"Washington, DC",Senior Economic Advisor,Career Incumbent,CA,SL,, ,,25
FEDERAL COMMUNICATIONS COMMISSION,OFFICE STRATEGIC PLANNING AND POLICY ANALYSIS,39312,39301,40,"Washington, DC",Senior Economic Advisor,Career Incumbent,CA,SL,, ,,30
FEDERAL COMMUNICATIONS COMMISSION,OFFICE STRATEGIC PLANNING AND POLICY ANALYSIS,39312,39301,40,"Washington, DC",Senior Economic Advisor,Career Incumbent,CA,SL,, ,,35
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF THE MANAGING DIRECTOR,39305,39301,50,"Washington, DC",Managing Director,Career Incumbent,CA,ES,, ,,5
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF THE MANAGING DIRECTOR,39305,39301,50,"Washington, DC",Deputy Managing Director,Career Incumbent,CA,ES,, ,,10
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF THE MANAGING DIRECTOR,39305,39301,50,"Washington, DC",Deputy Managing Director,Career Incumbent,CA,ES,, ,,15
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF THE MANAGING DIRECTOR,39305,39301,50,"Washington, DC",Deputy Managing Director,Career Incumbent,CA,ES,, ,,20
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF THE MANAGING DIRECTOR,39305,39301,50,"Washington, DC",Chief Financial Officer,Vacant,,ES,, ,,25
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF THE MANAGING DIRECTOR,39305,39301,50,"Washington, DC",Chief Information Officer,Career Incumbent,CA,ES,, ,,30
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF THE MANAGING DIRECTOR,39305,39301,50,"Washington, DC",Chief Human Capital Officer,Career Incumbent,CA,ES,, ,,35
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF THE MANAGING DIRECTOR,39305,39301,50,"Washington, DC",Chief Administrative Officer,Vacant,,ES,, ,,40
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF THE MANAGING DIRECTOR,39305,39301,50,"Washington, DC",Senior Procurement Executive,Career Incumbent,CA,ES,, ,,45
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF ENGINEERING AND TECHNOLOGY,39306,39301,60,"Washington, DC",Chief,Career Incumbent,CA,ES,, ,,5
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF ENGINEERING AND TECHNOLOGY,39306,39301,60,"Washington, DC",Deputy Chief,Vacant,,ES,, ,,20
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF GENERAL COUNSEL,39307,39301,70,"Washington, DC",Deputy General Counsel,Career Incumbent,CA,ES,, ,,5
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF GENERAL COUNSEL,39307,39301,70,"Washington, DC",Deputy General Counsel,Career Incumbent,CA,ES,, ,,10
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF GENERAL COUNSEL,39307,39301,70,"Washington, DC",Deputy General Counsel,Career Incumbent,CA,ES,, ,,15
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF GENERAL COUNSEL,39307,39301,70,"Washington, DC",Deputy General Counsel,Career Incumbent,CA,ES,, ,,20
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF GENERAL COUNSEL,39307,39301,70,"Washington, DC",Associate General Counsel (Litigation),Career Incumbent,CA,ES,, ,,25
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF GENERAL COUNSEL,39307,39301,70,"Washington, DC",Deputy Associate General Counsel,Career Incumbent,CA,SL,, ,,30
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF GENERAL COUNSEL,39307,39301,70,"Washington, DC",Senior Legal Advisor (Ethics),Career Incumbent,CA,SL,, ,,35
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF GENERAL COUNSEL,39307,39301,70,"Washington, DC",Senior Legal Advisor (Governance),Career Incumbent,CA,SL,, ,,40
FEDERAL COMMUNICATIONS COMMISSION,WIRELESS TELECOMMUNICATIONS BUREAU,39313,39301,80,"Washington, DC",Bureau Chief,Career Incumbent,CA,ES,, ,,5
FEDERAL COMMUNICATIONS COMMISSION,WIRELESS TELECOMMUNICATIONS BUREAU,39313,39301,80,"Washington, DC",Deputy Bureau Chief,Career Incumbent,CA,ES,, ,,10
FEDERAL COMMUNICATIONS COMMISSION,WIRELESS TELECOMMUNICATIONS BUREAU,39313,39301,80,"Washington, DC",Deputy Bureau Chief,Career Incumbent,CA,ES,, ,,15
FEDERAL COMMUNICATIONS COMMISSION,WIRELESS TELECOMMUNICATIONS BUREAU,39313,39301,80,"Washington, DC",Deputy Bureau Chief,Career Incumbent,CA,ES,, ,,20
FEDERAL COMMUNICATIONS COMMISSION,WIRELESS TELECOMMUNICATIONS BUREAU,39313,39301,80,"Washington, DC",Deputy Bureau Chief,Career Incumbent,CA,ES,, ,,25
FEDERAL COMMUNICATIONS COMMISSION,WIRELESS TELECOMMUNICATIONS BUREAU,39313,39301,80,"Washington, DC",Deputy Bureau Chief,Vacant,,ES,, ,,30
FEDERAL COMMUNICATIONS COMMISSION,WIRELESS TELECOMMUNICATIONS BUREAU,39313,39301,80,"Washington, DC",Chief Engineer,Career Incumbent,CA,SL,, ,,35
FEDERAL COMMUNICATIONS COMMISSION,WIRELESS TELECOMMUNICATIONS BUREAU,39313,39301,80,"Washington, DC",Chief Economist,Career Incumbent,CA,SL,, ,,40
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF MEDIA RELATIONS,39314,39301,90,"Washington, DC",Director,Shannon Gilson ,NA,ES,, ,,5
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF MEDIA RELATIONS,39314,39301,90,"Washington, DC","Director, Outreach and Strategy",Eric Feigenbaum ,SC,GS,14, ,,10
FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF MEDIA RELATIONS,39314,39301,90,"Washington, DC",Public Affairs Specialist,Kimberly Jonson ,SC,GS,14, ,,15
FEDERAL COMMUNICATIONS COMMISSION,ENFORCEMENT BUREAU,39298,39301,100,"Washington, DC",Chief,Career Incumbent,CA,ES,, ,,5
FEDERAL COMMUNICATIONS COMMISSION,ENFORCEMENT BUREAU,39298,39301,100,"Washington, DC",Deputy Bureau Chief,Career Incumbent,CA,ES,, ,,10
FEDERAL COMMUNICATIONS COMMISSION,ENFORCEMENT BUREAU,39298,39301,100,"Washington, DC",Deputy Bureau Chief,Vacant,,ES,, ,,15
FEDERAL COMMUNICATIONS COMMISSION,ENFORCEMENT BUREAU,39298,39301,100,"Washington, DC","Assistant Bureau Chief, Economics",Career Incumbent,CA,ES,, ,,20
FEDERAL COMMUNICATIONS COMMISSION,WIRELINE COMPETITION BUREAU,39299,39301,110,"Washington, DC",Bureau Chief,Career Incumbent,CA,ES,, ,,5
FEDERAL COMMUNICATIONS COMMISSION,WIRELINE COMPETITION BUREAU,39299,39301,110,"Washington, DC",Deputy Bureau Chief,Career Incumbent,CA,ES,, ,,10
FEDERAL COMMUNICATIONS COMMISSION,WIRELINE COMPETITION BUREAU,39299,39301,110,"Washington, DC",Deputy Bureau Chief,Career Incumbent,CA,ES,, ,,15
FEDERAL COMMUNICATIONS COMMISSION,WIRELINE COMPETITION BUREAU,39299,39301,110,"Washington, DC",Deputy Bureau Chief,Career Incumbent,CA,ES,, ,,20
FEDERAL COMMUNICATIONS COMMISSION,WIRELINE COMPETITION BUREAU,39299,39301,110,"Washington, DC",Associate Bureau Chief,Career Incumbent,CA,ES,, ,,25
FEDERAL COMMUNICATIONS COMMISSION,WIRELINE COMPETITION BUREAU,39299,39301,110,"Washington, DC",Chief Economist,Career Incumbent,CA,SL,, ,,30
FEDERAL COMMUNICATIONS COMMISSION,MEDIA BUREAU,39300,39301,120,"Washington, DC",Bureau Chief,Career Incumbent,CA,ES,, ,,5
FEDERAL COMMUNICATIONS COMMISSION,MEDIA BUREAU,39300,39301,120,"Washington, DC",Deputy Bureau Chief,Career Incumbent,CA,ES,, ,,10
FEDERAL COMMUNICATIONS COMMISSION,MEDIA BUREAU,39300,39301,120,"Washington, DC","Chief, Video Division",Career Incumbent,CA,ES,, ,,15
FEDERAL COMMUNICATIONS COMMISSION,MEDIA BUREAU,39300,39301,120,"Washington, DC",Chief Economist,Career Incumbent,CA,SL,, ,,20
FEDERAL COMMUNICATIONS COMMISSION,CONSUMER AND GOVERNMENTAL AFFAIRS BUREAU,39297,39301,130,"Washington, DC",Deputy Bureau Chief,Career Incumbent,CA,ES,, ,,5
FEDERAL COMMUNICATIONS COMMISSION,CONSUMER AND GOVERNMENTAL AFFAIRS BUREAU,39297,39301,130,"Washington, DC",Deputy Bureau Chief,Career Incumbent,CA,ES,, ,,10
FEDERAL COMMUNICATIONS COMMISSION,CONSUMER AND GOVERNMENTAL AFFAIRS BUREAU,39297,39301,130,"Washington, DC",Deputy Bureau Chief,Career Incumbent,CA,ES,, ,,15
FEDERAL COMMUNICATIONS COMMISSION,CONSUMER AND GOVERNMENTAL AFFAIRS BUREAU,39297,39301,130,"Washington, DC",Deputy Bureau Chief,Vacant,,ES,, ,,20
FEDERAL COMMUNICATIONS COMMISSION,PUBLIC SAFETY AND HOMELAND SECURITY BUREAU,39308,39301,140,"Washington, DC",Bureau Chief,David Simpson ,NA,ES,, ,,5
FEDERAL COMMUNICATIONS COMMISSION,PUBLIC SAFETY AND HOMELAND SECURITY BUREAU,39308,39301,140,"Washington, DC",Deputy Bureau Chief,Career Incumbent,CA,ES,, ,,10
FEDERAL COMMUNICATIONS COMMISSION,PUBLIC SAFETY AND HOMELAND SECURITY BUREAU,39308,39301,140,"Washington, DC",Deputy Bureau Chief,Career Incumbent,CA,ES,, ,,15
FEDERAL COMMUNICATIONS COMMISSION,PUBLIC SAFETY AND HOMELAND SECURITY BUREAU,39308,39301,140,"Washington, DC",Deputy Bureau Chief,Career Incumbent,CA,ES,, ,,20
FEDERAL COMMUNICATIONS COMMISSION,PUBLIC SAFETY AND HOMELAND SECURITY BUREAU,39308,39301,140,"Washington, DC","Senior Advisor, Cybersecurity",Career Incumbent,CA,SL,, ,,25
FEDERAL DEPOSIT INSURANCE CORPORATION,FEDERAL DEPOSIT INSURANCE CORPORATION,39315,,1,"Washington, DC",Chairman,Martin J. Gruenberg ,PAS,EX,III,5 Years,,5
FEDERAL DEPOSIT INSURANCE CORPORATION,FEDERAL DEPOSIT INSURANCE CORPORATION,39315,,1,"Washington, DC",Vice Chairman,Thomas M. Hoenig ,PAS,EX,IV,6 Years,,10
FEDERAL DEPOSIT INSURANCE CORPORATION,FEDERAL DEPOSIT INSURANCE CORPORATION,39315,,1,"Washington, DC",Member of the Board of Directors (Appointive),Vacant,PAS,EX,IV, ,,15
FEDERAL DEPOSIT INSURANCE CORPORATION,FEDERAL DEPOSIT INSURANCE CORPORATION,39315,,1,"Washington, DC",Writer-Editor,Michele A. Heller ,SC,OT,"$1,71,791 ",6 Years,,20
FEDERAL DEPOSIT INSURANCE CORPORATION,OFFICE OF THE INSPECTOR GENERAL,40271,39315,2,"Washington, DC",Inspector General,Vacant,PAS,OT,, ,,5
FEDERAL ELECTION COMMISSION,FEDERAL ELECTION COMMISSION,39316,,1,"Washington, DC",Member,Matthew S. Petersen ,PAS,EX,IV,6 Years,,5
FEDERAL ELECTION COMMISSION,FEDERAL ELECTION COMMISSION,39316,,1,"Washington, DC",Member,Steven T. Walther ,PAS,EX,IV,6 Years,,10
FEDERAL ELECTION COMMISSION,FEDERAL ELECTION COMMISSION,39316,,1,"Washington, DC",Member,Caroline C. Hunter ,PAS,EX,IV,6 Years,,15
FEDERAL ELECTION COMMISSION,FEDERAL ELECTION COMMISSION,39316,,1,"Washington, DC",Member,Lee E. Goodman ,PAS,EX,IV,6 Years,,20
FEDERAL ELECTION COMMISSION,FEDERAL ELECTION COMMISSION,39316,,1,"Washington, DC",Member,Ann M. Ravel ,PAS,EX,IV,6 Years,,25
FEDERAL ELECTION COMMISSION,FEDERAL ELECTION COMMISSION,39316,,1,"Washington, DC",Member,Ellen L. Weintraub ,PAS,EX,IV,6 Years,,30
FEDERAL ELECTION COMMISSION,FEDERAL ELECTION COMMISSION,39316,,1,"Washington, DC",Executive Assistant,Jonathan D. Borrowman ,XS,GS,15, ,,35
FEDERAL ELECTION COMMISSION,FEDERAL ELECTION COMMISSION,39316,,1,"Washington, DC",Executive Assistant,Lindsey Melody ,XS,GS,15, ,,40
FEDERAL ELECTION COMMISSION,FEDERAL ELECTION COMMISSION,39316,,1,"Washington, DC",Executive Assistant,Vacant,XS,GS,15, ,,45
FEDERAL ELECTION COMMISSION,FEDERAL ELECTION COMMISSION,39316,,1,"Washington, DC",Executive Assistant/Special Assistant,Vacant,XS,GS,15, ,,50
FEDERAL ELECTION COMMISSION,FEDERAL ELECTION COMMISSION,39316,,1,"Washington, DC",Special Assistant,Jill A. Moschak ,XS,GS,13, ,,55
FEDERAL ELECTION COMMISSION,FEDERAL ELECTION COMMISSION,39316,,1,"Washington, DC",Special Assistant,Vacant,XS,GS,13, ,,60
FEDERAL ELECTION COMMISSION,FEDERAL ELECTION COMMISSION,39316,,1,"Washington, DC",Executive Assistant,Vacant,XS,GS,15, ,,65
FEDERAL ELECTION COMMISSION,FEDERAL ELECTION COMMISSION,39316,,1,"Washington, DC",Executive Assistant,Vacant,XS,GS,15, ,,70
FEDERAL ELECTION COMMISSION,FEDERAL ELECTION COMMISSION,39316,,1,"Washington, DC",Executive Assistant,Brandis Zehr ,XS,GS,15, ,,75
FEDERAL ELECTION COMMISSION,FEDERAL ELECTION COMMISSION,39316,,1,"Washington, DC",Executive Assistant,Vacant Vacant ,XS,GS,15, ,,80
FEDERAL ELECTION COMMISSION,FEDERAL ELECTION COMMISSION,39316,,1,"Washington, DC",Executive Assistant,Eric S. Brown ,XS,GS,15, ,,85
FEDERAL ELECTION COMMISSION,FEDERAL ELECTION COMMISSION,39316,,1,"Washington, DC",Executive Assistant,Vacant,XS,GS,15, ,,90
FEDERAL ELECTION COMMISSION,FEDERAL ELECTION COMMISSION,39316,,1,"Washington, DC",Special Counsel,Stephen Spaulding ,XS,GS,15, ,,95
FEDERAL ELECTION COMMISSION,FEDERAL ELECTION COMMISSION,39316,,1,"Washington, DC",Special Counsel,Vacant,XS,GS,15, ,,100
FEDERAL ELECTION COMMISSION,FEDERAL ELECTION COMMISSION,39316,,1,"Washington, DC",Executive Assistant,Thomas Moore ,XS,GS,15, ,,105
FEDERAL ELECTION COMMISSION,FEDERAL ELECTION COMMISSION,39316,,1,"Washington, DC",Executive Assistant,Dania Korkor ,XS,GS,15, ,,110
