Agcy Name,Org Name,Pborg Seq,Pborg Seq Managed By,Org Order,Location,Title,Name of Incumbent,Type of Appt,Pay Plan,Pay,Tenure,Expires,Pb Order
DEPARTMENT OF EDUCATION,OFFICE OF THE SECRETARY,37844,37843,1,"Washington, DC",Special Assistant,Christian Thomas Robinson ,SC,GS,12, ,,140
DEPARTMENT OF EDUCATION,OFFICE OF THE SECRETARY,37844,37843,1,"Washington, DC",Special Assistant,Emma C. Van Susteren ,SC,GS,12, ,,145
DEPARTMENT OF EDUCATION,OFFICE OF THE SECRETARY,37844,37843,1,"Washington, DC",Confidential Assistant,Dexter McCoy ,SC,GS,11, ,,150
DEPARTMENT OF EDUCATION,OFFICE OF THE SECRETARY,37844,37843,1,"Washington, DC",Confidential Assistant (Protocol),Cathy I. Del Duca ,SC,GS,11, ,,155
DEPARTMENT OF EDUCATION,OFFICE OF THE SECRETARY,37844,37843,1,"Washington, DC",Confidential Assistant,John C. Rogister ,SC,GS,12, ,,160
DEPARTMENT OF EDUCATION,OFFICE OF THE SECRETARY,37844,37843,1,"Washington, DC",Confidential Assistant,Monae White ,SC,GS,11, ,,165
DEPARTMENT OF EDUCATION,DEPARTMENT OF EDUCATION,37843,,1,,,,,,,,,
DEPARTMENT OF EDUCATION,Office of the Deputy Secretary,37845,37844,2,"Washington, DC",Deputy Secretary of Education,Vacant,PAS,EX,II, ,,5
DEPARTMENT OF EDUCATION,Office of the Deputy Secretary,37845,37844,2,"Washington, DC",Chief of Staff,Keia D. Cole ,NA,ES,, ,,10
DEPARTMENT OF EDUCATION,Office of the Deputy Secretary,37845,37844,2,"Washington, DC",Deputy Chief of Staff,Alise D. Marshall ,SC,GS,14, ,,15
DEPARTMENT OF EDUCATION,Office of the Deputy Secretary,37845,37844,2,"Washington, DC","Director, Risk Management Service",Career Incumbent,CA,ES,, ,,20
DEPARTMENT OF EDUCATION,Office of the Deputy Secretary,37845,37844,2,"Washington, DC","Senior Advisor, Risk Management Service",Vacant,,ES,, ,,25
DEPARTMENT OF EDUCATION,Office of the Deputy Secretary,37845,37844,2,"Washington, DC",Senior Advisor for Policy and Strategic Initiatives,Vacant,,ES,, ,,30
DEPARTMENT OF EDUCATION,Office of the Deputy Secretary,37845,37844,2,"Washington, DC",Senior Policy Advisor,Jennifer Katzman ,SC,GS,15, ,,35
DEPARTMENT OF EDUCATION,Office of the Deputy Secretary,37845,37844,2,"Washington, DC",Senior Advisor,Career Incumbent,CA,ES,, ,,40
DEPARTMENT OF EDUCATION,Office of the Deputy Secretary,37845,37844,2,"Washington, DC",Performance Improvement Officer ,Career Incumbent,CA,ES,, ,,45
DEPARTMENT OF EDUCATION,Office of the Deputy Secretary,37845,37844,2,"Washington, DC",Confidential Assistant,Erica C. Cuevas ,SC,GS,11, ,,50
DEPARTMENT OF EDUCATION,Office of the Under Secretary,37846,37844,3,"Washington, DC",Under Secretary,Theodore R. Mitchell ,PAS,EX,III, ,,5
DEPARTMENT OF EDUCATION,Office of the Under Secretary,37846,37844,3,"Washington, DC",Deputy Under Secretary,Kim Hunter Reed ,NA,ES,, ,,10
DEPARTMENT OF EDUCATION,Office of the Under Secretary,37846,37844,3,"Washington, DC",Principal Deputy Under Secretary,Charles Jeffrey Appel ,NA,ES,, ,,15
DEPARTMENT OF EDUCATION,Office of the Under Secretary,37846,37844,3,"Washington, DC",Chief of Staff,Mushtaq Zakir Gunja ,SC,GS,15, ,,20
DEPARTMENT OF EDUCATION,Office of the Under Secretary,37846,37844,3,"Washington, DC","Assistant Director, White House Initiative on Educational Excellence for African Americans",David Jermaine Johns ,SC,GS,15, ,,25
DEPARTMENT OF EDUCATION,Office of the Under Secretary,37846,37844,3,"Washington, DC","Assistant Director, White House Educational Excellence for African Americans",Lauren Mims ,SC,GS,13, ,,30
DEPARTMENT OF EDUCATION,Office of the Under Secretary,37846,37844,3,"Washington, DC","Executive Director, White House Initiative on Educational Excellence for Hispanics",Alejandra 0. Ceja ,SC,GS,15, ,,35
DEPARTMENT OF EDUCATION,Office of the Under Secretary,37846,37844,3,"Washington, DC","Deputy Director, White House Initiative on Educational Excellence for Hispanics",Jaqueline Cortez Wang ,SC,GS,14, ,,40
DEPARTMENT OF EDUCATION,Office of the Under Secretary,37846,37844,3,"Washington, DC","Chief of Staff, White House Initiative on Educational Excellence for Hispanics",Michelle Ann Moreno ,SC,GS,14, ,,45
DEPARTMENT OF EDUCATION,Office of the Under Secretary,37846,37844,3,"Washington, DC","Executive Director, White House Initiative on American Indian and Alaska Native Education",William Martin Mendoza ,SC,GS,15, ,,50
DEPARTMENT OF EDUCATION,Office of the Under Secretary,37846,37844,3,"Washington, DC","Policy Advisor, White House Initiative on American Indian and Alaska Native",Mia Carre Long ,SC,GS,13, ,,55
DEPARTMENT OF EDUCATION,Office of the Under Secretary,37846,37844,3,"Washington, DC","Executive Director, White House Initiative on Historically Black Colleges and Universities",Ivory A. Toldson ,SC,GS,15, ,,60
DEPARTMENT OF EDUCATION,Office of the Under Secretary,37846,37844,3,"Washington, DC","Chief of Staff, White House Initiative on Historically Black Colleges and Universities",Carolyn J. Espy ,SC,GS,15, ,,65
DEPARTMENT OF EDUCATION,Office of the Under Secretary,37846,37844,3,"Washington, DC","Executive Director, White House Initiative on Asian Americans and Pacific Islanders",Doua Thor ,SC,GS,15, ,,70
DEPARTMENT OF EDUCATION,Office of the Under Secretary,37846,37844,3,"Washington, DC","Deputy Director, White House Initiative on Asian American and Pacific Islanders",Courtney Ji'Neane Chappell ,SC,GS,15, ,,75
DEPARTMENT OF EDUCATION,Office of the Under Secretary,37846,37844,3,"Washington, DC","Director, Center for Faith-Based and Neighborhood Partnerships",Brenda M. Girton-Mitchell ,SC,GS,15, ,,80
DEPARTMENT OF EDUCATION,Office of the Under Secretary,37846,37844,3,"Washington, DC",Director of College Scorecard,Michael E. Itzkowitz ,SC,GS,14, ,,85
DEPARTMENT OF EDUCATION,Office of the Under Secretary,37846,37844,3,"Washington, DC",Director of Strategic Communications,Aketa Williams ,SC,GS,14, ,,90
DEPARTMENT OF EDUCATION,Office of the Under Secretary,37846,37844,3,"Washington, DC",Senior Policy Advisor,Cynthia Eileen Cole ,SC,GS,15, ,,95
DEPARTMENT OF EDUCATION,Office of the Under Secretary,37846,37844,3,"Washington, DC",Policy Advisor,Blake Alexander Harden ,SC,GS,13, ,,100
DEPARTMENT OF EDUCATION,Office of the Under Secretary,37846,37844,3,"Washington, DC",Special Assistant for Strategic Operations,Carmine Perrotti Jr.,SC,GS,13, ,,105
DEPARTMENT OF EDUCATION,Office of the Under Secretary,37846,37844,3,"Washington, DC",Special Assistant,Lauren Nicole Thompson ,SC,GS,15, ,,110
DEPARTMENT OF EDUCATION,Office of the Under Secretary,37846,37844,3,"Washington, DC",Special Assistant,Joseph P. Mais ,SC,GS,14, ,,115
DEPARTMENT OF EDUCATION,Office of the Under Secretary,37846,37844,3,"Washington, DC",Special Assistant,Jon O'bergh ,SC,GS,14, ,,120
DEPARTMENT OF EDUCATION,Office of the Under Secretary,37846,37844,3,"Washington, DC",Special Assistant,Anna J. Leach ,SC,GS,12, ,,125
DEPARTMENT OF EDUCATION,Office of the Under Secretary,37846,37844,3,"Washington, DC",Confidential Assistant,Casidy Robison ,SC,GS,11, ,,130
DEPARTMENT OF EDUCATION,Office of the Under Secretary,37846,37844,3,"Washington, DC",Confidential Assistant,Lesley G. Robinson ,SC,GS,9, ,,135
DEPARTMENT OF EDUCATION,Office of the Under Secretary,37846,37844,3,"Washington, DC",Special Assistant,Helly Lee ,SC,GS,13, ,,145
DEPARTMENT OF EDUCATION,Office of the Chief Financial Officer,37847,37844,4,"Washington, DC",Chief Financial Officer,Vacant,PAS,EX,IV, ,,5
DEPARTMENT OF EDUCATION,Office of the Chief Financial Officer,37847,37844,4,"Washington, DC","Director, Financial Management Operations",Career Incumbent,CA,ES,, ,,20
DEPARTMENT OF EDUCATION,Office of the Chief Information Officer,37842,37844,5,"Washington, DC","Director, Financial Systems Services",Career Incumbent,CA,ES,, ,,5
DEPARTMENT OF EDUCATION,Office of the Chief Information Officer,37842,37844,5,"Washington, DC",Deputy Chief Information Officer,Vacant,,ES,, ,,15
DEPARTMENT OF EDUCATION,Office of the Chief Information Officer,37842,37844,5,"Washington, DC","Director, Information Technology Services",Career Incumbent,CA,ES,, ,,20
DEPARTMENT OF EDUCATION,Office of the Chief Information Officer,37842,37844,5,"Washington, DC","Director, Information Technology and Program Services",Career Incumbent,CA,ES,, ,,25
DEPARTMENT OF EDUCATION,Office of Management,37848,37844,6,"Washington, DC",Assistant Secretary for Management,Joseph Jackson ,PA,EX,IV, ,,5
DEPARTMENT OF EDUCATION,Office of Management,37848,37844,6,"Washington, DC",Principal Deputy Assistant Secretary,Career Incumbent,CA,ES,, ,,10
DEPARTMENT OF EDUCATION,Office of Management,37848,37844,6,"Washington, DC",Chief Privacy Officer,Career Incumbent,CA,ES,, ,,15
DEPARTMENT OF EDUCATION,Office of the General Counsel,37849,37844,8,"Washington, DC",General Counsel,James Cole Jr.,PAS,EX,IV, ,,5
DEPARTMENT OF EDUCATION,Office of the General Counsel,37849,37844,8,"Washington, DC",Chief of Staff,Aaron Samuel Ament ,SC,GS,15, ,,10
DEPARTMENT OF EDUCATION,Office of the General Counsel,37849,37844,8,"Washington, DC",Deputy Chief of Staff,Kyle C. Flood ,SC,GS,13, ,,15
DEPARTMENT OF EDUCATION,Office of the General Counsel,37849,37844,8,"Washington, DC","Deputy General Council for Ethics, Regulatory and Legislative Services",Career Incumbent,CA,ES,, ,,20
DEPARTMENT OF EDUCATION,Office of the General Counsel,37849,37844,8,"Washington, DC",Deputy General Counsel for Postsecondary and Regulatory Service,Vacant,,ES,, ,,25
DEPARTMENT OF EDUCATION,Office of the General Counsel,37849,37844,8,"Washington, DC",Deputy General Counsel for Program Service,Career Incumbent,CA,ES,, ,,30
DEPARTMENT OF EDUCATION,Office of the General Counsel,37849,37844,8,"Washington, DC",Deputy General Counsel,John Karl Dipaolo ,NA,ES,, ,,35
DEPARTMENT OF EDUCATION,Office of the General Counsel,37849,37844,8,"Washington, DC",Assistant General Counsel for Legislative Counsel Division,Career Incumbent,CA,ES,, ,,40
DEPARTMENT OF EDUCATION,Office of the General Counsel,37849,37844,8,"Washington, DC",Assistant General Counsel Ethics,Vacant,,ES,, ,,45
DEPARTMENT OF EDUCATION,Office of the General Counsel,37849,37844,8,"Washington, DC",Assistant General Counsel,Career Incumbent,CA,ES,, ,,50
DEPARTMENT OF EDUCATION,Office of the General Counsel,37849,37844,8,"Washington, DC",Assistant General Counsel for Regulatory Services ,Career Incumbent,CA,ES,, ,,55
DEPARTMENT OF EDUCATION,Office of the General Counsel,37849,37844,8,"Washington, DC",Associate General Counsel,Jacek Pruski ,SC,GS,15, ,,60
DEPARTMENT OF EDUCATION,Office of the General Counsel,37849,37844,8,"Washington, DC",Senior Counsel,Jay D. Chen ,SC,GS,15, ,,65
DEPARTMENT OF EDUCATION,Office of the General Counsel,37849,37844,8,"Washington, DC",General Attorney (Senior Advisor),Vacant,,ES,, ,,70
DEPARTMENT OF EDUCATION,Office of Legislation and Congressional Affairs,37850,37844,9,"Washington, DC",Assistant Secretary for Legislation and Congressional Affairs,Vacant,PAS,EX,IV, ,,5
DEPARTMENT OF EDUCATION,Office of Legislation and Congressional Affairs,37850,37844,9,"Washington, DC",Chief of Staff,Irma Y. Esparza-Diggs ,SC,GS,15, ,,10
DEPARTMENT OF EDUCATION,Office of Legislation and Congressional Affairs,37850,37844,9,"Washington, DC",Deputy Chief of Staff,Blanchi Roblero ,SC,GS,13, ,,15
DEPARTMENT OF EDUCATION,Office of Legislation and Congressional Affairs,37850,37844,9,"Washington, DC",Deputy Assistant Secretary,Julius Horwich ,NA,ES,, ,,20
DEPARTMENT OF EDUCATION,Office of Legislation and Congressional Affairs,37850,37844,9,"Washington, DC",Deputy Assistant Secretary for Legislative Affairs,Simone L. Hardeman-Jones ,SC,GS,15, ,,25
DEPARTMENT OF EDUCATION,Office of Legislation and Congressional Affairs,37850,37844,9,"Washington, DC",Principal Advisor for Legislative Affairs,Jodie M. Fingland ,SC,SL,, ,,30
DEPARTMENT OF EDUCATION,Office of Legislation and Congressional Affairs,37850,37844,9,"Washington, DC",Director of Budget and Appropriations,Scott A. Groginsky ,SC,GS,14, ,,35
DEPARTMENT OF EDUCATION,Office of Legislation and Congressional Affairs,37850,37844,9,"Washington, DC",Director of Outreach and Engagement,Vanessa N. Gonzalez-Plumhoff ,SC,GS,14, ,,40
DEPARTMENT OF EDUCATION,Office of Legislation and Congressional Affairs,37850,37844,9,"Washington, DC",Special Assistant,Rashage Green ,SC,GS,13, ,,45
DEPARTMENT OF EDUCATION,Office of Legislation and Congressional Affairs,37850,37844,9,"Washington, DC",Confidential Assistant,Benjamin Levi Bohanan ,SC,GS,9, ,,50
DEPARTMENT OF EDUCATION,Office for Civil Rights,37851,37844,10,"Washington, DC",Assistant Secretary for Civil Rights,Catherine Lhamon ,PAS,EX,IV, ,,5
DEPARTMENT OF EDUCATION,Office for Civil Rights,37851,37844,10,"Washington, DC",Chief of Staff,Max S. Lesko ,SC,GS,15, ,,10
DEPARTMENT OF EDUCATION,Office for Civil Rights,37851,37844,10,"Washington, DC",Principal Deputy Assistant Secretary,Seth M. Galanter ,NA,ES,, ,,15
DEPARTMENT OF EDUCATION,Office for Civil Rights,37851,37844,10,"Washington, DC",Deputy Assistant Secretary for Strategic Operations and Outreach,Robert Kim ,NA,ES,, ,,20
DEPARTMENT OF EDUCATION,Office for Civil Rights,37851,37844,10,"Washington, DC",Deputy Assistant Secretary for Policy,Vacant,,ES,, ,,25
DEPARTMENT OF EDUCATION,Office for Civil Rights,37851,37844,10,"Washington, DC",Deputy Assistant Secretary for Management and Planning,Career Incumbent,CA,ES,, ,,30
DEPARTMENT OF EDUCATION,Office for Civil Rights,37851,37844,10,"Washington, DC","Director, Program Legal Group",Vacant,,ES,, ,,35
DEPARTMENT OF EDUCATION,Office for Civil Rights,37851,37844,10,"Washington, DC",Senior Counsel,Jessie B. Brown ,SC,GS,15, ,,40
DEPARTMENT OF EDUCATION,Office for Civil Rights,37851,37844,10,"Washington, DC",Confidential Assistant,Ashlynne S. Profit ,SC,GS,9, ,,45
DEPARTMENT OF EDUCATION,Office for Civil Rights,37851,37844,10,"Washington, DC",Confidential Assistant,Sophie Bergmann ,SC,GS,7, ,,50
DEPARTMENT OF EDUCATION,Office of Elementary and Secondary Education,37852,37844,11,"Washington, DC",Assistant Secretary for Elementary and Secondary Education,Vacant,PAS,EX,IV, ,,5
DEPARTMENT OF EDUCATION,Office of Elementary and Secondary Education,37852,37844,11,"Washington, DC",Chief of Staff,Maribel Duran ,SC,GS,15, ,,10
DEPARTMENT OF EDUCATION,Office of Elementary and Secondary Education,37852,37844,11,"Washington, DC",Principal Deputy Assistant Secretary,Vacant,,ES,, ,,15
DEPARTMENT OF EDUCATION,Office of Elementary and Secondary Education,37852,37844,11,"Washington, DC",Deputy Assistant Secretary for Management and Planning,Career Incumbent,CA,ES,, ,,20
DEPARTMENT OF EDUCATION,Office of Elementary and Secondary Education,37852,37844,11,"Washington, DC",Deputy Assistant Secretary for Policy and State Technical Assistance,Vacant,,ES,, ,,25
DEPARTMENT OF EDUCATION,Office of Elementary and Secondary Education,37852,37844,11,"Washington, DC",Deputy Assistant Secretary for Policy and Programs,Career Incumbent,CA,ES,, ,,30
DEPARTMENT OF EDUCATION,Office of Elementary and Secondary Education,37852,37844,11,"Washington, DC",Deputy Assistant Secretary for Policy and Early Learning,Elizabeth B. Doggett ,SC,GS,15, ,,35
DEPARTMENT OF EDUCATION,Office of Elementary and Secondary Education,37852,37844,11,"Washington, DC",Deputy Assistant Secretary for Policy and Strategic Initiatives,Ary Lyn Spatig-Amerikaner ,SC,GS,14, ,,40
DEPARTMENT OF EDUCATION,Office of Elementary and Secondary Education,37852,37844,11,"Washington, DC","Director, Academic Improvement and Teacher Quality Programs",Vacant,,ES,, ,,45
DEPARTMENT OF EDUCATION,Office of Elementary and Secondary Education,37852,37844,11,"Washington, DC",Director of Strategic Initiatives,Joaquin R. Tamayo Jr.,SC,GS,15, ,,50
DEPARTMENT OF EDUCATION,Office of Elementary and Secondary Education,37852,37844,11,"Washington, DC",Strategic Communications Manager,Bradie R. Williams ,SC,GS,12, ,,55
DEPARTMENT OF EDUCATION,Office of Elementary and Secondary Education,37852,37844,11,"Washington, DC",Senior Advisor,Vacant,,ES,, ,,60
DEPARTMENT OF EDUCATION,Office of Elementary and Secondary Education,37852,37844,11,"Washington, DC",Special Assistant,Vicki L. Myers ,SC,GS,14, ,,65
DEPARTMENT OF EDUCATION,Office of Elementary and Secondary Education,37852,37844,11,"Washington, DC",Special Assistant,Steven Hicks ,SC,GS,15, ,,70
DEPARTMENT OF EDUCATION,Office of Elementary and Secondary Education,37852,37844,11,"Washington, DC",Special Assistant,Danielle Ongart ,SC,GS,13, ,,75
DEPARTMENT OF EDUCATION,Office of Elementary and Secondary Education,37852,37844,11,"Washington, DC",Confidential Assistant ,Ariel N. Murphy ,SC,GS,11, ,,80
DEPARTMENT OF EDUCATION,"Office of English Language Acquisition, Language Enhancement, and Academic Achievement for Limited English Proficient Students",37853,37844,12,"Washington, DC","Assistant Deputy Secretary and Director, Office of English Language Acquisition",Libia S. Gil ,NA,ES,, ,,5
DEPARTMENT OF EDUCATION,"Office of English Language Acquisition, Language Enhancement, and Academic Achievement for Limited English Proficient Students",37853,37844,12,"Washington, DC",Deputy Director for Office of English Language and Acquisition,Marianna Vinson ,SC,GS,15, ,,10
DEPARTMENT OF EDUCATION,Office of Postsecondary Education,37854,37844,13,"Washington, DC",Assistant Secretary for Postsecondary Education,Vacant,PAS,EX,IV, ,,5
DEPARTMENT OF EDUCATION,Office of Postsecondary Education,37854,37844,13,"Washington, DC",Chief of Staff,Christine Mica ,SC,GS,15, ,,10
DEPARTMENT OF EDUCATION,Office of Postsecondary Education,37854,37844,13,"Washington, DC",Deputy Assistant Secretary for Policy Planning and Innovation,Career Incumbent,CA,ES,, ,,15
DEPARTMENT OF EDUCATION,Office of Postsecondary Education,37854,37844,13,"Washington, DC",Deputy Assistant Secretary for Higher Education Programs,James Tedarll Minor ,NA,ES,, ,,20
DEPARTMENT OF EDUCATION,Office of Postsecondary Education,37854,37844,13,"Washington, DC",Deputy Assistant Secretary for Management and Planning,Career Incumbent,CA,ES,, ,,25
DEPARTMENT OF EDUCATION,Office of Postsecondary Education,37854,37844,13,"Washington, DC","Deputy Assistant Secretary, International and Foreign Language Education",Mohamed W. Abdel-Kader ,SC,GS,15, ,,30
DEPARTMENT OF EDUCATION,Office of Postsecondary Education,37854,37844,13,"Washington, DC","Director, Forecasting and Policy Analysis Staff",Vacant,,ES,, ,,35
DEPARTMENT OF EDUCATION,Office of Postsecondary Education,37854,37844,13,"Washington, DC","Director,  Strategic Planning, Analysis and Initiatives Service",Vacant,,ES,, ,,40
DEPARTMENT OF EDUCATION,Office of Postsecondary Education,37854,37844,13,"Washington, DC","Director, Institutional Service",Vacant,,ES,, ,,45
DEPARTMENT OF EDUCATION,Office of Postsecondary Education,37854,37844,13,"Washington, DC","Director, Student Services ",Career Incumbent,CA,ES,, ,,50
DEPARTMENT OF EDUCATION,Office of Postsecondary Education,37854,37844,13,"Washington, DC","Senior Advisor, Policy and Programs",Vacant,,ES,, ,,55
DEPARTMENT OF EDUCATION,Office of Postsecondary Education,37854,37844,13,"Washington, DC",Senior Policy Advisor,Philip M. Martin ,SC,GS,15, ,,60
DEPARTMENT OF EDUCATION,Office of Postsecondary Education,37854,37844,13,"Washington, DC",Special Assistant,Julie A. Heinz ,SC,GS,13, ,,65
DEPARTMENT OF EDUCATION,Office of Postsecondary Education,37854,37844,13,"Washington, DC",Special Assistant,Wilson Idahosa Aiwuyor ,SC,GS,12, ,,70
DEPARTMENT OF EDUCATION,Office of Special Education and Rehabilitative Services,37855,37844,14,"Washington, DC",Assistant Secretary for Special Education and Rehabilitative Services,Vacant,PAS,EX,IV, ,,5
DEPARTMENT OF EDUCATION,Office of Special Education and Rehabilitative Services,37855,37844,14,"Washington, DC",Commissioner Rehabilitation Services Administration,Janet L. Labreck ,PAS,EX,V, ,,10
DEPARTMENT OF EDUCATION,Office of Special Education and Rehabilitative Services,37855,37844,14,"Washington, DC",Deputy Commissioner for the Rehabilitation Services Administration,Career Incumbent,CA,ES,, ,,15
DEPARTMENT OF EDUCATION,Office of Special Education and Rehabilitative Services,37855,37844,14,"Washington, DC",Deputy Assistant Secretary for Special Education and Rehabilitative Services,Sue Ellen Swenson ,NA,ES,, ,,20
DEPARTMENT OF EDUCATION,Office of Special Education and Rehabilitative Services,37855,37844,14,"Washington, DC","Director, Special Education Programs",Vacant,,ES,, ,,25
DEPARTMENT OF EDUCATION,Office of Special Education and Rehabilitative Services,37855,37844,14,"Washington, DC","Deputy Director,  Special Education Programs",Career Incumbent,CA,ES,, ,,30
DEPARTMENT OF EDUCATION,Office of Special Education and Rehabilitative Services,37855,37844,14,"Washington, DC",Executive Administrator,Career Incumbent,CA,ES,, ,,35
DEPARTMENT OF EDUCATION,Office of Special Education and Rehabilitative Services,37855,37844,14,"Washington, DC",Special Assistant,Kristen C. Harper ,SC,GS,13, ,,40
DEPARTMENT OF EDUCATION,Office of Special Education and Rehabilitative Services,37855,37844,14,"Washington, DC",Confidential Assistant,Alexis M. Perlmutter ,SC,GS,12, ,,45
DEPARTMENT OF EDUCATION,Office of Career Technical and Adult Education,37859,37844,15,"Washington, DC","Assistant Secretary for Career, Technical and Adult Education",Vacant,PAS,EX,IV, ,,5
DEPARTMENT OF EDUCATION,Office of Career Technical and Adult Education,37859,37844,15,"Washington, DC",Chief of Staff,Carmen N. Drummond ,SC,GS,14, ,,10
DEPARTMENT OF EDUCATION,Office of Career Technical and Adult Education,37859,37844,15,"Washington, DC",Deputy Assistant Secretary for Policy and Strategic Initiatives,Johan E. Uvin ,NA,ES,, ,,15
DEPARTMENT OF EDUCATION,Office of Career Technical and Adult Education,37859,37844,15,"Washington, DC",Deputy Assistant Secretary for Management and Planning,Career Incumbent,CA,ES,, ,,20
DEPARTMENT OF EDUCATION,Office of Career Technical and Adult Education,37859,37844,15,"Washington, DC",Director of Policy ,Lul Tesfai ,SC,GS,14, ,,25
DEPARTMENT OF EDUCATION,Office of Career Technical and Adult Education,37859,37844,15,"Washington, DC",Senior Advisor for Special Initiatives,Vacant,,ES,, ,,30
DEPARTMENT OF EDUCATION,Office of Career Technical and Adult Education,37859,37844,15,"Washington, DC",Senior Advisor for Community College Initiatives,Vacant,,ES,, ,,35
DEPARTMENT OF EDUCATION,Office of Career Technical and Adult Education,37859,37844,15,"Washington, DC",Senior Advisor for Community Colleges,Mark Minoru Mitsui ,SC,SL,, ,,40
DEPARTMENT OF EDUCATION,Office of Career Technical and Adult Education,37859,37844,15,"Washington, DC",Special Assistant,Carol Aguirre ,SC,GS,12, ,,45
DEPARTMENT OF EDUCATION,Office of Career Technical and Adult Education,37859,37844,15,"Washington, DC",Confidential Assistant,Kathleen Sipe ,SC,GS,7, ,,50
DEPARTMENT OF EDUCATION,Institute of Education Sciences,37856,37844,16,"Washington, DC",Commissioner of Education Statistics,Vacant,PA,EX,IV, ,,5
DEPARTMENT OF EDUCATION,Institute of Education Sciences,37856,37844,16,"Washington, DC",Director of the Institute of Education Sciences,Vacant,PAS,EX,II, ,,10
DEPARTMENT OF EDUCATION,Institute of Education Sciences,37856,37844,16,"Washington, DC","Associate Commissioner, Sample Survey",Career Incumbent,CA,ES,, ,,15
DEPARTMENT OF EDUCATION,Institute of Education Sciences,37856,37844,16,"Washington, DC",Associate Commissioner for Evaluation,Vacant,,ES,, ,,20
DEPARTMENT OF EDUCATION,Institute of Education Sciences,37856,37844,16,"Washington, DC",Associate Commissioner,Career Incumbent,CA,ES,, ,,25
DEPARTMENT OF EDUCATION,Institute of Education Sciences,37856,37844,16,"Washington, DC","Associate Commissioner, Management Systems",Career Incumbent,CA,ES,, ,,30
DEPARTMENT OF EDUCATION,Institute of Education Sciences,37856,37844,16,"Washington, DC",Deputy Director for Administration and Policy,Career Incumbent,CA,ES,, ,,35
DEPARTMENT OF EDUCATION,Federal Student Aid,37841,37844,17,"Washington, DC",Chief of Staff,Vacant,,ES,, ,,5
DEPARTMENT OF EDUCATION,Federal Student Aid,37841,37844,17,"Washington, DC",Chief Information Officer,Vacant,,ES,, ,,10
DEPARTMENT OF EDUCATION,Federal Student Aid,37841,37844,17,"Washington, DC",Deputy Chief Information Officer,Vacant,,ES,, ,,15
DEPARTMENT OF EDUCATION,Federal Student Aid,37841,37844,17,"Washington, DC",Senior Advisor to the Chief Information Officer,Career Incumbent,CA,ES,, ,,20
DEPARTMENT OF EDUCATION,Federal Student Aid,37841,37844,17,"Washington, DC",Chief Compliance Officer,Vacant,,ES,, ,,25
DEPARTMENT OF EDUCATION,Federal Student Aid,37841,37844,17,"Washington, DC",Audit Officer,Vacant,,ES,, ,,30
DEPARTMENT OF EDUCATION,Federal Student Aid,37841,37844,17,"Washington, DC",Internal Review Officer Reporting Group,Career Incumbent,CA,ES,, ,,35
DEPARTMENT OF EDUCATION,Federal Student Aid,37841,37844,17,"Washington, DC","Director, Application Development Group",Vacant,,ES,, ,,40
DEPARTMENT OF EDUCATION,Federal Student Aid,37841,37844,17,"Washington, DC","Director, Policy Liaison and Implementation Staff",Career Incumbent,CA,ES,, ,,45
DEPARTMENT OF EDUCATION,Federal Student Aid,37841,37844,17,"Washington, DC","Director, Financial Management Systems Group",Career Incumbent,CA,ES,, ,,50
DEPARTMENT OF EDUCATION,Federal Student Aid,37841,37844,17,"Washington, DC","Director, Financial Management Group",Career Incumbent,CA,ES,, ,,55
DEPARTMENT OF EDUCATION,Federal Student Aid,37841,37844,17,"Washington, DC","Director, Strategic Planning and Reporting Group",Vacant,,ES,, ,,60
DEPARTMENT OF EDUCATION,Federal Student Aid,37841,37844,17,"Washington, DC","Director, Systems Operations and Aid Delivery Management Services Group",Career Incumbent,CA,ES,, ,,65
DEPARTMENT OF EDUCATION,Federal Student Aid,37841,37844,17,"Washington, DC","Director, Information Technology Risk Management Group",Career Incumbent,CA,ES,, ,,70
DEPARTMENT OF EDUCATION,Federal Student Aid,37841,37844,17,"Washington, DC","Director, Budget Group",Career Incumbent,CA,ES,, ,,75
DEPARTMENT OF EDUCATION,Federal Student Aid,37841,37844,17,"Washington, DC",Senior Advisor,Vacant,,ES,, ,,80
DEPARTMENT OF EDUCATION,Office of Innovation and Improvement,37839,37844,19,"Washington, DC",Chief of Staff,Ahnna Kimberly Smith ,SC,GS,15, ,,5
DEPARTMENT OF EDUCATION,Office of Innovation and Improvement,37839,37844,19,"Washington, DC",Assistant Deputy Secretary for Innovation and Improvement,Nadya Chinoy Dabby ,NA,ES,, ,,10
DEPARTMENT OF EDUCATION,Office of Innovation and Improvement,37839,37844,19,"Washington, DC",Associate Assistant Deputy Secretary,Ursula L. Wright ,SC,GS,15, ,,15
DEPARTMENT OF EDUCATION,Office of Innovation and Improvement,37839,37844,19,"Washington, DC",Associate Assistant Deputy Secretary for Programs,Career Incumbent,CA,ES,, ,,20
DEPARTMENT OF EDUCATION,Office of Innovation and Improvement,37839,37844,19,"Washington, DC",Executive Director of Stem Initiatives,Russell Shilling ,NA,ES,, ,,25
DEPARTMENT OF EDUCATION,Office of Innovation and Improvement,37839,37844,19,"Washington, DC",Deputy Director of Stem Initiatives ,Melissa W. Moritz ,SC,GS,15, ,,30
DEPARTMENT OF EDUCATION,Office of Innovation and Improvement,37839,37844,19,"Washington, DC","Director, Office of Non-Public Education",Vacant,,ES,, ,,35
